timestamp,buy_exchange,sell_exchange,buy_price,sell_price,profit_percent,profit,amount
2021-01-01 03:16:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:17:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:18:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:19:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:20:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:21:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:22:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:23:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:24:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:25:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:26:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:27:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:28:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:29:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:30:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:31:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:32:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:33:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:34:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:35:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:36:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:37:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:38:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:39:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:40:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:41:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:42:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:43:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:44:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:45:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:46:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:47:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:48:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:49:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:50:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:51:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:52:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:53:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:54:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:55:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:56:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:57:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:58:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 03:59:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:00:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:01:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:02:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:03:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:04:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:05:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:06:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:07:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:08:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:09:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:10:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:11:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:12:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:13:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:14:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:15:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:16:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:17:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:18:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:19:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:20:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:21:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:22:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:23:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:24:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:25:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:26:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:27:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:28:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:29:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:30:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:31:00,coinbase,bitfinex,62779.62,63256.0,0.057010452235346266,1.7984950000000026,0.05
2021-01-01 04:32:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:33:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:34:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:35:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:36:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:37:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:38:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:39:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:40:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:41:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:42:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:43:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:44:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:45:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:46:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:47:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:48:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:49:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:50:00,coinbase,bitfinex,62779.63,63256.0,0.05699451442074472,1.7979925000004187,0.05
2021-01-01 04:51:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 04:52:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 04:53:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 04:54:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 04:55:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 04:56:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 04:57:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 04:58:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 04:59:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:00:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:01:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:02:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:03:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:04:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:05:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:06:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:07:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:08:00,coinbase,bitfinex,62780.59,63256.0,0.055464507857665275,1.7497525000003407,0.05
2021-01-01 05:09:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
2021-01-01 05:10:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
2021-01-01 05:11:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
2021-01-01 05:12:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
2021-01-01 05:13:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
2021-01-01 05:14:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
2021-01-01 05:15:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
2021-01-01 05:16:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
2021-01-01 05:17:00,coinbase,bitfinex,62779.38,63256.0,0.05739296130933649,1.8105550000004769,0.05
